Entidad Federativa,Año,Producto Interno Bruto                       (Miles de pesos),"Gasto Total en Salud
(I.1 + I.2)","I.1 Gasto Público Total en Salud
(Miles de pesos)
(1 + 2)","1. Gasto Total 
(A+B+C+D+E+F) con SS","A. Advo. Secretaria de Salud
(Ramo 12)",B. FASSA (Ramo 33),"C. IMSS 
Prospera","D. SEDENA
(Ramo 7)","E. SEMAR
(Ramo 13)","F. Gasto 
Estatal","2. Gasto Total
(A+B+C+D+E) sin SS",A. IMSS,B. ISSSTE,C. PEMEX,D. ISSFAM,E. ISSES,"I.2 Gasto Privado Total en Salud
(Miles de pesos constantes)
(A + B + C)",A. Gasto de los Hogares e ISFL,B. Cuotas de Recuperación,C. Pago de Primas,Gasto  público total en salud como % del PIB,Gasto total en salud como % del PIB,Gasto público total en salud como % del gasto total en salud,Gasto público total en salud como % del gasto público total,Gasto público en salud per cápita para población con seguridad social,Gasto público en salud per cápita para población sin seguridad social ,Gasto público en salud per cápita total,Aportación federal al financiamiento de la salud de la población sin seguridad social (%),Gasto privado en salud per cápita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quintana Roo,2007,235828149.30,n.d.,4450347.87,1771248.65,490398.25,1024258.37,,n.d.,n.d.,256592.03,2679099.23,2379856.95,299242.27,,n.d.,n.d.,n.d.,n.d.,114193.77,246767.11,1.9,n.d.,n.d.,26.3,3940.65,3290.26,3653.24,85.5,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Luis Potosí,2007,310160950.05,n.d.,8199057.49,3976379.25,1718604.86,1566901.81,473328.49,n.d.,n.d.,217544.09,4222678.24,3533229.44,571527.81,117921.00,n.d.,n.d.,n.d.,n.d.,182404.15,312448.23,2.6,n.d.,n.d.,22.4,3880.43,2767.33,3247.03,94.5,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sinaloa,2007,345700345.23,n.d.,10488144.02,3943641.23,1523692.38,1500762.85,256773.99,n.d.,n.d.,662412.00,6544502.79,5522260.44,919379.70,102862.66,n.d.,n.d.,n.d.,n.d.,151791.49,290559.88,3.0,n.d.,n.d.,23.0,4278.10,3221.97,3808.67,83.2,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sonora,2007,504062868.76,n.d.,10758730.50,3701999.07,1072007.38,1841240.80,,n.d.,n.d.,788750.90,7056731.42,6285527.99,655141.15,116062.28,n.d.,n.d.,n.d.,n.d.,179173.21,763234.41,2.1,n.d.,n.d.,19.3,4363.45,3821.13,4160.27,78.7,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tabasco,2007,506959408.84,n.d.,12514881.75,8474531.61,4254332.99,1516278.40,,n.d.,n.d.,2703920.22,4040350.14,2096152.07,346803.62,1597394.45,n.d.,n.d.,n.d.,n.d.,44079.52,120207.57,2.5,n.d.,n.d.,21.9,5625.06,5819.67,5755.38,68.1,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tamaulipas,2007,569554846.46,n.d.,13555893.17,4934205.54,1898296.28,2234254.63,263976.07,n.d.,n.d.,537678.56,8621687.63,5782130.80,956515.45,1883041.38,n.d.,n.d.,n.d.,n.d.,720640.90,829400.05,2.4,n.d.,n.d.,14.4,4660.18,3697.52,4256.78,89.1,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tlaxcala,2007,88837870.14,n.d.,3432660.81,1848634.14,769030.35,943253.58,,n.d.,n.d.,136350.21,1584026.67,1381228.24,202798.43,,n.d.,n.d.,n.d.,n.d.,80756.28,15307.15,3.9,n.d.,n.d.,24.7,4445.07,2388.27,3036.67,92.6,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Veracruz de Ignacio de la Llave,2007,790676495.42,n.d.,25672680.82,11725807.11,4971202.35,4555321.32,1006415.01,n.d.,n.d.,1192868.43,13946873.71,9826408.40,1109598.96,3010866.35,n.d.,n.d.,n.d.,n.d.,400616.24,327324.32,3.2,n.d.,n.d.,15.9,5372.75,2388.43,3420.62,89.8,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yucatán,2007,218834667.56,n.d.,8029142.82,2900138.79,935637.19,1361987.84,355771.87,n.d.,n.d.,246741.88,5129004.03,4427121.63,578253.22,123629.18,n.d.,n.d.,n.d.,n.d.,37554.35,327327.59,3.7,n.d.,n.d.,21.8,5352.19,3084.16,4228.91,91.5,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zacatecas,2007,133299666.38,n.d.,4655315.47,2513144.96,839777.00,1072012.83,404775.72,n.d.,n.d.,196579.41,2142170.51,1774644.18,367526.33,,n.d.,n.d.,n.d.,n.d.,35761.29,20171.72,3.5,n.d.,n.d.,20.9,4023.55,2709.59,3188.78,92.2,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estados Unidos Mexicanos,2008,17225852710.27,953280462.07,472742127.11,214316830.08,97248323.66,67599729.43,8883155.96,4643304.43,1480314.54,34462002.07,258425297.03,197736965.75,44627324.68,14350196.40,1710810.21,n.d.,480538334.96,436760501.14,6379616.30,37398217.51,2.7,5.5,49.6,15.2,5139.98,3512.15,4247.50,83.9,4317.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aguascalientes,2008,176173951.09,n.d.,4960705.30,2085558.60,895169.50,937231.84,,n.d.,n.d.,253157.25,2875146.70,2418281.91,348814.08,108050.70,n.d.,n.d.,n.d.,n.d.,46404.69,261873.05,2.8,n.d.,n.d.,22.7,4178.33,4476.38,4298.67,87.9,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baja California,2008,551580811.57,n.d.,14834431.49,6887161.94,2363184.89,1363198.74,73329.73,n.d.,n.d.,3087448.58,7947269.55,7173257.98,701121.90,72889.67,n.d.,n.d.,n.d.,n.d.,46156.49,776069.66,2.7,n.d.,n.d.,24.0,4123.71,5844.02,4776.50,55.2,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baja California Sur,2008,128571487.37,n.d.,3757781.29,1383787.55,469056.54,648746.37,,n.d.,n.d.,265984.64,2373993.74,1808829.49,565164.24,,n.d.,n.d.,n.d.,n.d.,54676.24,75477.62,2.9,n.d.,n.d.,17.6,5972.55,6657.34,6207.69,80.8,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campeche,2008,1032030325.74,n.d.,5684105.73,3263645.25,1041240.92,1050834.24,119670.00,n.d.,n.d.,1051900.10,2420460.48,1488577.30,296470.76,635412.41,n.d.,n.d.,n.d.,n.d.,25430.55,34631.87,0.6,n.d.,n.d.,7.8,6574.16,7392.88,7020.56,67.8,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coahuila de Zaragoza,2008,559463277.27,n.d.,10915637.30,2697180.72,1217264.69,1117725.60,238957.25,n.d.,n.d.,123233.18,8218456.58,7388494.87,775293.14,54668.57,n.d.,n.d.,n.d.,n.d.,162742.98,971532.55,2.0,n.d.,n.d.,22.9,4179.22,3657.67,4036.99,95.4,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colima,2008,91459866.66,n.d.,3152915.72,1484073.62,643978.60,812158.23,,n.d.,n.d.,27936.80,1668842.10,1403747.91,265094.19,,n.d.,n.d.,n.d.,n.d.,12605.68,77097.88,3.4,n.d.,n.d.,10.6,4759.55,5300.72,4999.81,98.1,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiapas,2008,305571824.03,n.d.,13240179.17,10081449.33,5448617.72,3032331.85,1302561.70,n.d.,n.d.,297938.06,3158729.84,2396674.73,655040.15,107014.96,n.d.,n.d.,n.d.,n.d.,43385.74,87224.65,4.3,n.d.,n.d.,17.3,3713.25,2577.44,2780.34,97.0,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chihuahua,2008,515839561.27,n.d.,14918493.03,5580339.35,1727359.91,1884120.13,389020.93,n.d.,n.d.,1579838.38,9338153.68,8405460.93,798677.03,134015.72,n.d.,n.d.,n.d.,n.d.,78743.52,1150165.52,2.9,n.d.,n.d.,22.2,4284.88,4456.47,4347.50,71.7,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Distrito Federal,2008,2861751946.90,n.d.,91782805.78,20616964.08,10561421.48,3347497.51,483835.14,n.d.,n.d.,6224209.95,71165841.70,45666696.48,22358688.62,3140456.60,n.d.,n.d.,n.d.,n.d.,37123.75,18640520.81,3.2,n.d.,n.d.,9.8,14088.91,5261.82,10232.86,69.8,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Durango,2008,186320163.97,n.d.,6613062.02,2963092.65,1053869.78,1522463.61,354014.39,n.d.,n.d.,32744.87,3649969.37,2904616.05,640992.69,104360.64,n.d.,n.d.,n.d.,n.d.,86441.43,94585.81,3.5,n.d.,n.d.,15.3,4257.25,3843.35,4061.28,98.9,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guanajuato,2008,584990609.57,n.d.,18143602.95,9824601.15,6535974.29,2231801.28,,n.d.,n.d.,1056825.57,8319001.80,6661478.37,1086413.58,571109.84,n.d.,n.d.,n.d.,n.d.,131218.75,574105.09,3.1,n.d.,n.d.,25.2,3764.19,3043.94,3336.68,89.2,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guerrero,2008,234224998.60,n.d.,11215664.46,7120969.71,3387203.47,3421978.58,,n.d.,n.d.,311787.66,4094694.75,3165719.96,928974.79,,n.d.,n.d.,n.d.,n.d.,202352.62,74418.04,4.8,n.d.,n.d.,17.0,5031.60,2773.89,3317.32,95.6,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hidalgo,2008,244069109.69,n.d.,8307750.03,5103359.40,2348571.38,2097153.08,511638.91,n.d.,n.d.,145996.02,3204390.63,2333309.73,529277.44,341803.46,n.d.,n.d.,n.d.,n.d.,252507.34,139381.12,3.4,n.d.,n.d.,12.9,3877.90,2868.91,3188.94,97.1,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jalisco,2008,1046913853.85,n.d.,27282092.22,11116816.89,4433449.53,4017464.83,,n.d.,n.d.,2665902.53,16165275.33,14795868.56,1233408.81,135997.96,n.d.,n.d.,n.d.,n.d.,74495.98,2361913.88,2.6,n.d.,n.d.,28.0,4333.54,3191.45,3782.04,76.0,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
México,2008,1368082853.81,n.d.,42385076.03,26012215.15,12324205.19,7099410.24,,n.d.,n.d.,6588599.72,16372860.89,15393630.84,924044.85,55185.19,n.d.,n.d.,n.d.,n.d.,392588.01,2203912.73,3.1,n.d.,n.d.,27.8,2387.02,3179.49,2818.08,74.7,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michoacán de Ocampo,2008,376941129.53,n.d.,12272494.29,7026207.99,3153414.81,2922753.06,649604.33,n.d.,n.d.,300435.80,5246286.29,4111611.69,1037724.35,96950.25,n.d.,n.d.,n.d.,n.d.,220068.95,195173.70,3.3,n.d.,n.d.,20.9,4131.69,2293.21,2831.89,95.7,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morelos,2008,195647327.08,n.d.,6680689.89,3277852.69,1935844.63,1075216.08,,n.d.,n.d.,266791.98,3402837.20,2676035.43,656960.61,69841.15,n.d.,n.d.,n.d.,n.d.,52220.06,207328.85,3.4,n.d.,n.d.,24.0,4946.49,3077.14,3810.66,91.9,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nayarit,2008,113501492.72,n.d.,4465931.50,2288091.71,983260.95,975459.80,159749.68,n.d.,n.d.,169621.28,2177839.80,1786910.81,390928.99,,n.d.,n.d.,n.d.,n.d.,40422.70,32890.58,3.9,n.d.,n.d.,20.1,4397.50,4061.00,4218.41,92.6,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nuevo León,2008,1218404404.49,n.d.,18606429.82,3977727.46,1743048.19,1907456.34,,n.d.,n.d.,327222.93,14628702.35,13072846.75,1047448.56,508407.04,n.d.,n.d.,n.d.,n.d.,108761.00,4651275.52,1.5,n.d.,n.d.,21.6,4595.24,2875.28,4074.21,91.8,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oaxaca,2008,268502360.75,n.d.,14039444.45,10771127.04,5063099.84,4373780.49,1128851.57,n.d.,n.d.,205395.14,3268317.42,2002285.74,885544.71,380486.96,n.d.,n.d.,n.d.,n.d.,53457.28,76235.88,5.2,n.d.,n.d.,20.0,3816.77,3653.98,3690.62,98.1,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puebla,2008,537010144.22,n.d.,17321719.80,10102296.54,5371177.76,2967251.78,731777.72,n.d.,n.d.,1032089.28,7219423.25,6063341.14,924874.92,231207.19,n.d.,n.d.,n.d.,n.d.,158353.36,882093.92,3.2,n.d.,n.d.,24.6,4391.21,2477.00,3026.96,89.8,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Querétaro de Arteaga,2008,318313877.42,n.d.,5729066.01,2526595.84,1146192.22,1297234.22,,n.d.,n.d.,83169.39,3202470.16,2690676.20,402812.38,108981.59,n.d.,n.d.,n.d.,n.d.,101631.57,563402.73,1.8,n.d.,n.d.,18.1,3494.66,2923.65,3217.53,96.7,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quintana Roo,2008,244129730.00,n.d.,4779380.75,2009906.10,737056.92,943139.80,,n.d.,n.d.,329709.38,2769474.65,2420421.44,349053.22,,n.d.,n.d.,n.d.,n.d.,113061.24,264256.31,2.0,n.d.,n.d.,23.3,3918.62,3620.00,3787.24,83.6,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Luis Potosí,2008,314237837.41,n.d.,8418805.63,4205846.12,2089625.98,1435654.76,464280.75,n.d.,n.d.,216284.63,4212959.51,3436779.41,658201.33,117978.77,n.d.,n.d.,n.d.,n.d.,200813.23,336424.25,2.7,n.d.,n.d.,15.8,3790.88,2911.84,3294.08,94.9,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sinaloa,2008,362822785.22,n.d.,11141814.09,4510102.06,1754513.96,1742116.75,279737.88,n.d.,n.d.,733733.47,6631712.02,5416242.08,1085881.91,129588.03,n.d.,n.d.,n.d.,n.d.,179512.81,289848.19,3.1,n.d.,n.d.,19.5,4251.87,3674.57,3997.64,83.7,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sonora,2008,502403671.29,n.d.,11092449.42,4045647.85,1380343.93,1849975.31,,n.d.,n.d.,815328.62,7046801.57,6195405.71,728084.31,123311.54,n.d.,n.d.,n.d.,n.d.,179168.12,735899.76,2.2,n.d.,n.d.,15.7,4263.54,4130.80,4214.15,79.9,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tabasco,2008,578532183.66,n.d.,12360998.06,8053040.14,3917421.83,1560971.27,,n.d.,n.d.,2574647.04,4307957.92,2083764.74,411553.98,1812639.20,n.d.,n.d.,n.d.,n.d.,0.00,108034.39,2.1,n.d.,n.d.,19.9,5916.92,5462.91,5613.02,68.0,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tamaulipas,2008,599261019.88,n.d.,13625630.51,5253224.41,2149251.41,2154209.52,219526.82,n.d.,n.d.,730236.66,8372406.10,5419840.26,1037596.21,1914969.63,n.d.,n.d.,n.d.,n.d.,533253.77,813100.69,2.3,n.d.,n.d.,11.7,4429.82,3893.69,4206.51,86.1,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tlaxcala,2008,94398288.97,n.d.,4031362.39,2438145.57,1266676.15,1075223.75,,n.d.,n.d.,96245.67,1593216.82,1337958.80,255258.01,,n.d.,n.d.,n.d.,n.d.,56864.99,14049.41,4.3,n.d.,n.d.,21.4,4401.74,3096.05,3507.21,96.1,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Veracruz de Ignacio de la Llave,2008,809047945.67,n.d.,28944193.88,14826182.69,7437618.38,3978878.10,1002764.81,n.d.,n.d.,2406921.41,14118011.19,9431214.33,1447636.60,3239160.27,n.d.,n.d.,n.d.,n.d.,339571.07,313889.25,3.6,n.d.,n.d.,15.1,5387.03,2994.78,3822.82,83.8,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yucatán,2008,221721484.57,n.d.,8853305.39,3561111.50,1447615.13,1481810.28,403329.97,n.d.,n.d.,228356.12,5292193.89,4423842.76,712642.06,155709.07,n.d.,n.d.,n.d.,n.d.,31179.55,298395.27,4.0,n.d.,n.d.,17.8,5430.99,3742.95,4597.06,93.6,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zacatecas,2008,142758755.48,n.d.,5349679.57,3098890.01,1221593.66,1274481.98,370504.37,n.d.,n.d.,232310.00,2250789.56,1763143.32,487646.24,,n.d.,n.d.,n.d.,n.d.,32597.34,24540.11,3.7,n.d.,n.d.,19.2,4150.57,3318.41,3624.11,92.5,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estados Unidos Mexicanos,2009,16374831286.43,981918439.24,504642225.19,232000560.60,108996136.07,67876334.07,10264899.52,5379093.77,1802541.14,37681556.04,272641664.59,208920999.68,47360009.09,14204651.06,2156004.76,n.d.,477276214.05,430286411.87,6224138.39,40765663.78,3.1,6.0,51.4,15.2,5381.32,3730.63,4471.69,83.8,4229.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aguascalientes,2009,170037798.50,n.d.,5774392.52,2610773.93,1287783.15,1059497.82,,n.d.,n.d.,263492.96,3163618.59,2587375.03,465414.09,110829.46,n.d.,n.d.,n.d.,n.d.,36823.61,285098.83,3.4,n.d.,n.d.,26.5,4511.55,5499.67,4910.44,89.9,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baja California,2009,498025513.25,n.d.,14138437.67,5554854.17,2274451.51,1394591.01,76078.43,n.d.,n.d.,1809733.23,8583583.50,7718627.90,819490.75,45464.84,n.d.,n.d.,n.d.,n.d.,33035.83,1027246.41,2.8,n.d.,n.d.,22.8,4371.10,4611.34,4462.45,67.4,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baja California Sur,2009,129480426.56,n.d.,4224600.83,1626897.62,589494.92,698044.48,,n.d.,n.d.,339358.23,2597703.21,1906897.12,690806.09,,n.d.,n.d.,n.d.,n.d.,45681.73,110888.12,3.3,n.d.,n.d.,18.0,6315.12,7547.55,6738.88,79.1,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campeche,2009,730127737.51,n.d.,5545174.54,3115219.44,1139150.55,1114448.62,108989.38,n.d.,n.d.,752630.89,2429955.09,1496836.44,312875.67,620242.99,n.d.,n.d.,n.d.,n.d.,21040.38,74812.16,0.8,n.d.,n.d.,3.3,6481.06,6935.98,6729.00,75.8,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coahuila de Zaragoza,2009,486493492.19,n.d.,11671931.91,2889283.17,1124260.38,1147954.20,258599.14,n.d.,n.d.,358469.45,8782648.74,7774392.69,962044.01,46212.04,n.d.,n.d.,n.d.,n.d.,157200.37,1079975.36,2.4,n.d.,n.d.,23.3,4404.43,3852.80,4253.68,87.6,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colima,2009,88603008.81,n.d.,3549374.60,1750642.87,772912.69,944138.70,,n.d.,n.d.,33591.47,1798731.73,1517043.12,281688.62,,n.d.,n.d.,n.d.,n.d.,14881.42,101592.62,4.0,n.d.,n.d.,12.6,5000.90,6134.67,5502.48,98.1,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiapas,2009,293095823.15,n.d.,14177161.66,10772855.90,6035547.07,2880878.95,1405178.99,n.d.,n.d.,451250.90,3404305.75,2557939.18,733195.88,113170.69,n.d.,n.d.,n.d.,n.d.,71590.39,155783.55,4.8,n.d.,n.d.,14.4,3952.32,2710.16,2931.38,95.8,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chihuahua,2009,476230525.77,n.d.,15813210.79,5932207.94,1851812.49,1778301.23,370237.08,n.d.,n.d.,1931857.14,9881002.84,8959882.10,824854.30,96266.44,n.d.,n.d.,n.d.,n.d.,58835.03,1239926.50,3.3,n.d.,n.d.,23.6,4457.68,4676.66,4537.38,67.4,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Distrito Federal,2009,2806008337.76,n.d.,102071186.85,29141770.61,18467786.50,3455207.66,1433329.13,n.d.,n.d.,5785447.32,72929416.24,47867901.17,21834245.01,3227270.06,n.d.,n.d.,n.d.,n.d.,27789.15,17716718.52,3.6,n.d.,n.d.,10.3,14482.59,7422.89,11389.85,80.2,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Durango,2009,186219267.78,n.d.,7020013.68,3182120.30,1174355.21,1571564.69,369314.51,n.d.,n.d.,66885.89,3837893.38,3081607.10,668760.07,87526.21,n.d.,n.d.,n.d.,n.d.,57422.33,153604.24,3.8,n.d.,n.d.,15.7,4399.31,4091.94,4254.44,97.9,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guanajuato,2009,554820495.53,n.d.,18962095.11,10222977.10,7075422.74,2232039.78,,n.d.,n.d.,915514.57,8739118.01,7022983.31,1152586.10,563548.59,n.d.,n.d.,n.d.,n.d.,104243.43,714553.72,3.4,n.d.,n.d.,25.0,3891.83,3137.95,3445.55,91.0,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guerrero,2009,230363725.29,n.d.,10927329.78,6849648.41,2551185.76,3879265.39,90228.12,n.d.,n.d.,328969.14,4077681.38,3073423.66,1004257.72,,n.d.,n.d.,n.d.,n.d.,180066.40,106597.41,4.7,n.d.,n.d.,17.2,4979.07,2638.29,3199.61,95.2,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hidalgo,2009,217814712.19,n.d.,8717613.41,5289239.25,2556163.02,2069280.24,528483.91,n.d.,n.d.,135312.08,3428374.16,2493141.57,583084.05,352148.54,n.d.,n.d.,n.d.,n.d.,271225.86,138040.73,4.0,n.d.,n.d.,14.4,4057.88,2931.30,3290.58,97.4,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jalisco,2009,1001075619.55,n.d.,29397864.68,12247987.16,5059078.33,4111172.28,,n.d.,n.d.,3077736.54,17149877.52,15671142.46,1339318.09,139416.98,n.d.,n.d.,n.d.,n.d.,73079.40,2899272.93,2.9,n.d.,n.d.,29.0,4516.56,3464.89,4009.54,74.9,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
México,2009,1313891343.32,n.d.,49243864.99,31334941.29,13449335.37,7479147.77,161295.17,n.d.,n.d.,10245162.98,17908923.71,16587006.12,1251311.78,70605.80,n.d.,n.d.,n.d.,n.d.,322816.67,2855265.33,3.7,n.d.,n.d.,30.6,2568.16,3756.19,3215.27,67.3,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michoacán de Ocampo,2009,361694277.30,n.d.,13852200.40,8238941.40,3468399.30,3625957.28,643179.00,n.d.,n.d.,501405.82,5613259.00,4322939.99,1206100.68,84218.33,n.d.,n.d.,n.d.,n.d.,197470.91,264183.29,3.8,n.d.,n.d.,22.4,4354.90,2664.02,3161.44,93.9,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morelos,2009,193938403.09,n.d.,7178618.37,3366451.73,1970555.97,1131187.27,,n.d.,n.d.,264708.49,3812166.64,2936952.28,810429.99,64784.37,n.d.,n.d.,n.d.,n.d.,45697.75,299623.06,3.7,n.d.,n.d.,23.0,5466.67,3110.28,4033.59,92.1,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nayarit,2009,107528149.85,n.d.,4714391.13,2302838.27,1023189.29,968874.97,163721.85,n.d.,n.d.,147052.16,2411552.86,1975170.45,436382.41,,n.d.,n.d.,n.d.,n.d.,36329.87,61926.71,4.4,n.d.,n.d.,20.0,4739.69,4005.13,4349.99,93.6,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nuevo León,2009,1146327969.68,n.d.,19275496.22,4118021.11,1806343.98,1910442.60,,n.d.,n.d.,401234.54,15157475.11,13565755.69,1170700.47,421018.95,n.d.,n.d.,n.d.,n.d.,88936.87,5730810.80,1.7,n.d.,n.d.,21.7,4679.58,2926.58,4148.68,90.3,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oaxaca,2009,256399449.99,n.d.,12657002.03,9084819.53,4754810.57,2746546.29,1121348.80,n.d.,n.d.,462113.87,3572182.50,2147700.57,1029246.13,395235.79,n.d.,n.d.,n.d.,n.d.,54078.31,74598.56,4.9,n.d.,n.d.,17.0,4133.75,3054.56,3297.53,94.9,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puebla,2009,503037805.08,n.d.,16515088.45,8912234.52,5485798.17,2216815.46,767378.05,n.d.,n.d.,442242.84,7602853.93,6376050.24,1027408.67,199395.02,n.d.,n.d.,n.d.,n.d.,249345.60,663592.47,3.3,n.d.,n.d.,22.9,4556.12,2159.12,2849.18,95.0,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Querétaro de Arteaga,2009,314647675.39,n.d.,6433833.33,2899235.47,1207254.78,1311180.51,,n.d.,n.d.,380800.19,3534597.86,2823095.67,625479.81,86022.38,n.d.,n.d.,n.d.,n.d.,70220.01,719296.04,2.0,n.d.,n.d.,19.1,3777.80,3295.21,3543.91,86.9,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quintana Roo,2009,225788290.39,n.d.,5469707.82,2430655.58,910917.50,1144541.48,,n.d.,n.d.,375196.60,3039052.24,2666827.35,372224.89,,n.d.,n.d.,n.d.,n.d.,87851.63,295150.07,2.4,n.d.,n.d.,23.7,4153.93,4232.57,4188.50,84.6,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Luis Potosí,2009,300270531.49,n.d.,8647447.01,4155928.26,2048891.19,1418611.17,451689.53,n.d.,n.d.,236736.37,4491518.75,3583388.56,793557.99,114572.20,n.d.,n.d.,n.d.,n.d.,52667.15,495926.80,2.9,n.d.,n.d.,16.7,3973.68,2849.03,3340.03,94.3,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sinaloa,2009,351975556.10,n.d.,11992823.15,4908940.82,1758661.11,1853961.90,263692.51,n.d.,n.d.,1032625.30,7083882.33,5772202.66,1200719.61,110960.06,n.d.,n.d.,n.d.,n.d.,115109.38,404392.28,3.4,n.d.,n.d.,18.9,4483.77,3955.59,4251.40,79.0,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
